,Pre,Post
AVG_1442,14260.333333333334,7570.666666666667
AVG_1443,12955.33333333333,6717.333333333333
AVG_1444,13154.333333333334,4418.5
AVG_1445,12007.666666666666,4613.5
AVG_1446,14912.666666666666,13517.5
AVG_1447,10530.333333333334,8810.166666666666
AVG_1448,16375.111111111111,7180.166666666667
AVG_1449,12264.0,6754.0
AVG_1450,18275.33333333333,9465.333333333334
AVG_1451,20027.666666666668,6458.333333333333
AVG_1452,19512.666666666668,
AVG_1453,19195.666666666668,8166.666666666667
AVG_1454,2629.6666666666665,7147.166666666667
AVG_1455,19633.33333333333,6826.0
AVG_1456,19341.33333333333,6457.0
AVG_1457,16538.166666666668,6193.333333333333
AVG_1458,18377.0,7866.333333333333
AVG_1459,18287.666666666668,8256.333333333334
AVG_1460,,9597.666666666666
AVG_1461,,7084.0
AVG_1462,19527.33333333333,
AVG_1463,19056.666666666668,
AVG_1464,17400.666666666668,
AVG_1465,,
AVG_1466,,
AVG_1467,16001.5,8754.833333333334
AVG_1468,18293.666666666664,6126.333333333333
AVG_1469,19916.666666666668,7609.333333333333
AVG_1470,17391.333333333332,8697.999999999998
AVG_1471,19576.33333333333,7184.0
AVG_1472,17269.0,9181.5
AVG_1473,19166.666666666668,4962.333333333333
AVG_1474,17601.333333333332,4720.666666666667
AVG_1475,17451.0,6001.666666666667
AVG_1476,18824.666666666668,4788.666666666667
AVG_1477,14561.333333333334,4961.333333333333
AVG_1478,14538.333333333334,5088.333333333334
AVG_1479,16991.0,3135.6666666666665
AVG_1480,17764.166666666668,5397.666666666667
AVG_1481,17400.5,4739.666666666667
AVG_1482,16898.5,8552.333333333334
AVG_1483,19688.166666666668,3737.000000000001
AVG_1484,12494.333333333334,5354.0
AVG_1485,19338.0,8866.0
AVG_1486,16451.0,7628.0
AVG_1487,13640.0,4009.6666666666674
AVG_1488,17959.0,3763.0
AVG_1489,18031.666666666668,5416.000000000001
AVG_1490,15318.333333333334,7304.333333333333
AVG_1491,16453.333333333332,6955.333333333333
AVG_1492,17224.666666666668,9371.666666666666
AVG_1493,12194.333333333334,4869.000000000001
AVG_1494,14008.666666666666,6321.166666666667
AVG_1495,13783.66666666667,4490.083333333333
AVG_1496,13347.083333333334,6144.583333333333
AVG_1497,12975.5,5217.066666666667
AVG_1498,13628.666666666666,5963.0
AVG_1499,12121.666666666666,5478.444444444444
AVG_1500,13612.666666666666,3702.111111111111
AVG_1501,13699.0,4580.222222222222
AVG_1502,12807.666666666666,5977.083333333333
AVG_1503,12817.166666666666,5563.0
AVG_1504,12327.0,
AVG_1505,3673.0,
AVG_1506,10228.0,
AVG_1507,14748.16666666667,
AVG_1508,12547.333333333334,4547.0
AVG_1509,12915.333333333334,4592.666666666667
AVG_1510,10695.0,4790.333333333333
AVG_1511,13300.333333333334,6381.333333333333
AVG_1512,11597.666666666666,5281.333333333333
AVG_1513,13007.833333333334,5012.999999999999
AVG_1514,12749.0,3906.0
AVG_1515,11853.666666666666,5427.333333333333
AVG_1516,11991.166666666666,4551.666666666667
AVG_1517,12969.0,4644.333333333333
AVG_1518,13856.666666666666,5901.333333333333
AVG_1519,13214.0,3644.3333333333335
AVG_1520,12208.333333333334,7521.333333333333
AVG_1521,12692.0,3705.3333333333335
AVG_1522,12258.0,
AVG_1523,13213.5,5599.533333333333
AVG_1524,12269.5,6575.11111111111
AVG_1525,6911.166666666667,7221.833333333333
AVG_1526,14893.111111111111,4910.25
AVG_1527,15002.666666666666,6782.25
AVG_1528,12429.0,
AVG_1529,13365.666666666666,5509.11111111111
AVG_1530,14011.666666666666,7002.333333333333
AVG_1531,8077.0,8450.933333333334
AVG_1532,14193.333333333334,5464.5
AVG_1533,13807.166666666666,6651.0
AVG_1534,13823.88888888889,5130.166666666667
AVG_1535,14941.5,
AVG_1536,11998.666666666666,
AVG_1537,15229.333333333334,
AVG_1538,16390.666666666668,
AVG_1539,17104.333333333332,
AVG_1540,16987.666666666668,
AVG_1541,17266.333333333332,
AVG_1542,18377.666666666668,
AVG_1543,18076.33333333333,
AVG_1544,16612.0,
AVG_1545,16770.333333333332,
AVG_1546,19353.0,
AVG_1547,19735.33333333333,
AVG_1548,18926.0,
AVG_1549,17434.0,
AVG_1550,15653.0,
AVG_1551,9340.0,
AVG_1552,16344.333333333334,
AVG_1553,18054.0,
AVG_1554,19083.0,
AVG_1555,16255.666666666666,
AVG_1556,18089.666666666668,
AVG_1557,16288.0,
AVG_1558,17011.0,
AVG_1559,16205.0,
AVG_1560,17047.666666666668,
AVG_1561,17695.333333333332,
AVG_1562,17262.666666666668,
AVG_1563,18166.33333333333,
AVG_1564,18972.666666666668,
AVG_1565,7709.0,
AVG_1566,20185.666666666668,
AVG_1567,17484.333333333332,
AVG_1568,17011.666666666668,
AVG_1569,16321.666666666666,
AVG_1570,15421.5,
AVG_1571,15583.0,
AVG_1572,18134.666666666668,
AVG_1573,19743.666666666668,
AVG_1574,15547.666666666666,
AVG_1575,18282.666666666668,
AVG_1576,17908.166666666668,
AVG_1577,15892.0,
AVG_1578,18314.0,
AVG_1579,19645.666666666668,
AVG_1580,18527.166666666668,
AVG_1581,16925.666666666668,
AVG_1582,18025.666666666668,
AVG_1583,16167.33333333333,
AVG_1584,16594.666666666668,
AVG_1585,17369.666666666668,
AVG_1586,18121.33333333333,
AVG_1587,14511.0,
AVG_1588,16248.0,
AVG_1589,17736.333333333332,
AVG_1590,15270.0,
AVG_1591,17118.0,
AVG_1592,7860.666666666667,
AVG_1593,8368.666666666666,
AVG_1594,10905.666666666666,
AVG_1595,9495.0,
AVG_1596,9151.0,
AVG_1597,9164.0,
AVG_1598,10820.333333333334,
AVG_1599,9902.333333333334,
AVG_1600,10022.333333333334,
AVG_1601,10832.0,
AVG_1602,10973.666666666666,
AVG_1603,11756.0,
AVG_1604,11694.333333333334,
AVG_1605,11188.666666666666,
AVG_1606,11365.0,
AVG_1607,11928.0,
AVG_1608,11244.0,
AVG_1609,11155.66666666667,
AVG_1610,11052.666666666666,
AVG_1611,13091.666666666666,
AVG_1612,11200.333333333334,
AVG_1613,10336.333333333334,
AVG_1614,10166.666666666666,
AVG_1615,10796.0,
AVG_1616,10597.333333333334,
AVG_1617,8155.333333333333,
AVG_1618,12258.66666666667,
AVG_1619,12127.0,
AVG_1620,11398.333333333334,
AVG_1621,13296.333333333334,
AVG_1622,10772.333333333334,
AVG_1623,12108.666666666666,
AVG_1624,12613.333333333334,
AVG_1625,12181.666666666666,
AVG_1626,11965.0,
AVG_1627,11296.666666666666,
AVG_1628,12114.0,
AVG_1629,11233.0,
AVG_1630,12561.666666666666,
AVG_1631,12662.333333333334,
AVG_1632,13730.666666666666,
AVG_1633,12698.0,
AVG_1634,11494.0,
AVG_1635,7118.333333333333,
AVG_1636,7831.333333333333,
AVG_1637,11361.333333333334,
AVG_1638,10932.666666666666,
AVG_1639,12651.0,
AVG_1640,12867.333333333334,
AVG_1641,11763.0,
AVG_1642,12149.0,
AVG_1643,12456.666666666666,
AVG_1644,11602.333333333334,
AVG_1645,12275.333333333334,
AVG_1646,11124.666666666666,
AVG_1647,12648.0,
AVG_1648,11940.333333333334,
AVG_1649,11588.333333333334,
AVG_1650,11579.666666666666,
AVG_1651,11530.333333333334,
AVG_1652,11911.666666666666,
AVG_1653,13789.0,
AVG_1654,12028.666666666664,
AVG_1655,10941.333333333334,
AVG_1656,11768.0,
AVG_1657,13317.66666666667,
AVG_1658,12335.333333333334,
AVG_1659,11967.666666666666,
AVG_1660,13370.666666666666,
AVG_1661,8006.333333333333,
AVG_1662,12611.666666666666,
AVG_1663,10865.333333333332,
AVG_1664,10908.166666666666,
AVG_1665,12300.666666666666,
AVG_1666,12588.333333333334,
AVG_1667,13325.0,
AVG_1668,14044.833333333334,
AVG_1669,10243.333333333334,
AVG_1670,13433.666666666666,
AVG_1671,11901.0,
AVG_1672,13624.666666666666,
AVG_1673,12781.666666666666,
AVG_1674,11862.333333333334,
AVG_1675,12238.0,
AVG_1676,10937.333333333334,
AVG_1677,12994.166666666666,
AVG_1678,11389.333333333334,
AVG_1679,12230.0,
AVG_1680,10412.5,
AVG_1681,9427.0,
AVG_1682,9847.833333333334,
AVG_1683,10308.0,
AVG_1684,11147.833333333334,
AVG_1685,10307.333333333334,
AVG_1686,11028.166666666666,
AVG_1687,17477.0,6168.499999999999
AVG_1688,14826.666666666666,6629.833333333333
AVG_1689,14779.333333333334,5840.0
AVG_1690,13153.333333333334,6060.444444444445
AVG_1691,13250.666666666666,5369.333333333333
AVG_1692,13568.0,7465.333333333332
AVG_1693,13247.0,5286.666666666667
AVG_1694,14448.0,8314.166666666666
AVG_1695,14549.333333333334,5244.666666666667
AVG_1696,14934.0,7317.833333333333
AVG_1697,15640.333333333334,6168.0
AVG_1698,15531.5,6128.333333333333
AVG_1699,15667.0,6363.0
AVG_1700,15563.333333333334,5765.666666666667
AVG_1701,15899.0,6191.833333333333
AVG_1702,12406.666666666666,4667.833333333333
AVG_1703,16003.333333333334,4659.333333333333
AVG_1704,15281.33333333333,4474.333333333333
AVG_1705,15226.333333333334,4595.25
AVG_1706,12047.333333333334,5379.222222222223
AVG_1707,12835.333333333334,4767.5
AVG_1708,16126.666666666666,4992.666666666667
AVG_1709,14574.0,5631.333333333333
AVG_1710,17522.0,6026.833333333333
AVG_1711,16261.333333333334,4880.333333333333
AVG_1712,14240.0,4690.666666666665
AVG_1713,13862.833333333334,5616.333333333333
AVG_1714,13221.0,5528.833333333333
AVG_1715,12754.5,5559.0
AVG_1716,12520.333333333334,6065.666666666667
AVG_1717,15943.0,7662.333333333333
AVG_1718,15597.333333333334,6349.0
AVG_1719,16551.833333333332,7124.777777777777
AVG_1720,14960.666666666664,5974.88888888889
AVG_1721,15077.666666666664,5805.222222222222
AVG_1722,15227.0,6381.333333333333
AVG_1723,14447.666666666666,5907.555555555555
AVG_1724,14565.666666666666,5033.777777777777
AVG_1725,12786.666666666666,5321.666666666667
AVG_1726,15837.333333333334,6578.444444444444
AVG_1727,15056.666666666666,5838.5
AVG_1728,15474.666666666666,4894.11111111111
AVG_1729,16751.666666666668,5217.5
AVG_1730,15894.0,6702.0
AVG_1731,16448.666666666668,5636.666666666667
AVG_1732,16494.166666666668,4496.666666666667
AVG_1733,9381.666666666666,4540.333333333333
AVG_1734,15283.499999999998,4961.333333333334
AVG_1735,13317.5,4835.333333333333
AVG_1736,14203.666666666666,6057.666666666667
AVG_1737,14453.166666666666,5135.5
AVG_1738,14844.444444444443,5746.333333333333
AVG_1739,10680.777777777776,
AVG_1740,12204.666666666666,7240.666666666667
AVG_1741,12717.0,3390.7777777777774
AVG_1742,13383.333333333334,6491.444444444444
AVG_1743,5683.0,5325.0
AVG_1744,18192.0,
AVG_1745,17427.0,
AVG_1746,13760.666666666666,
AVG_1747,14305.0,
AVG_1748,14986.333333333334,
AVG_1749,15642.0,
AVG_1750,13693.0,
AVG_1751,13194.333333333334,
AVG_1752,10016.333333333334,
AVG_1753,14527.0,4296.0
AVG_1754,14801.333333333334,4920.333333333333
AVG_1755,13382.666666666666,
AVG_1756,14287.0,
AVG_1757,14018.0,
AVG_1758,13577.333333333334,
AVG_1759,11503.833333333334,
AVG_1760,14598.666666666666,
AVG_1761,13976.77777777778,
AVG_1762,5657.666666666667,
AVG_1763,18681.666666666668,
AVG_1764,19998.33333333333,
AVG_1765,12384.333333333334,
AVG_1766,16446.666666666668,
AVG_1767,16185.000000000004,
AVG_1768,15790.666666666666,
AVG_1769,15769.166666666666,11130.666666666666
AVG_1770,13325.666666666666,10082.0
AVG_1771,20177.166666666668,13549.666666666666
AVG_1772,18866.166666666668,18317.0
AVG_1773,16632.666666666668,
AVG_1774,18996.0,
AVG_1775,17448.666666666668,
AVG_1776,19798.0,
AVG_1777,19729.0,
AVG_1778,18952.33333333333,
AVG_1779,19021.666666666668,
AVG_1780,12969.666666666666,
AVG_1781,15001.0,6524.555555555556
AVG_1782,15977.666666666666,6464.333333333333
AVG_1783,15095.333333333334,6040.916666666667
AVG_1784,13699.666666666666,5896.5
AVG_1785,15531.333333333334,7007.0
AVG_1786,11434.5,4753.666666666667
AVG_1787,15802.333333333334,5960.333333333332
AVG_1788,13445.0,4398.555555555556
AVG_1789,12611.666666666666,6093.25
AVG_1790,13339.666666666666,6809.222222222223
AVG_1791,3558.6666666666665,5896.222222222223
AVG_1792,19034.666666666668,
AVG_1793,18235.5,
AVG_1794,17903.333333333332,
AVG_1795,18165.666666666668,
AVG_1796,17463.666666666668,
AVG_1797,17515.333333333332,
AVG_1798,18185.33333333333,
AVG_1799,16400.333333333332,
AVG_1800,15764.0,
AVG_1801,18281.33333333333,
AVG_1802,17828.0,
AVG_1803,15427.666666666666,
AVG_1804,15376.666666666664,
AVG_1805,13943.0,
AVG_1806,16692.666666666668,
AVG_1807,16992.333333333332,
AVG_1808,14938.666666666666,
AVG_1809,15954.666666666666,
AVG_1810,14521.666666666666,
AVG_1811,15558.666666666666,
AVG_1812,15095.0,
AVG_1813,16029.666666666666,
AVG_1814,15615.666666666666,
AVG_1815,16205.666666666666,
AVG_1816,14116.666666666666,
AVG_1817,14368.0,
AVG_1818,14482.666666666666,6481.166666666667
AVG_1819,16291.0,6330.555555555556
AVG_1820,15768.0,5796.833333333333
AVG_1821,15501.0,6085.833333333333
AVG_1822,17242.666666666668,6023.5
AVG_1823,15009.333333333334,6637.833333333333
AVG_1824,16999.333333333332,7442.333333333333
AVG_1825,17620.333333333332,4828.666666666667
AVG_1826,16134.0,6459.666666666667
AVG_1827,15443.666666666666,5987.166666666667
AVG_1828,17402.0,6737.166666666667
AVG_1829,13407.333333333336,6017.0
AVG_1830,15169.999999999998,6495.166666666667
AVG_1831,17994.666666666668,6843.666666666667
AVG_1832,16341.0,5816.166666666667
AVG_1833,18150.33333333333,6324.555555555555
AVG_1834,16177.666666666666,5807.0
AVG_1835,16362.333333333334,5940.166666666667
AVG_1836,15497.333333333334,4613.5
AVG_1837,17403.0,5246.666666666666
AVG_1838,15809.333333333334,6217.833333333333
AVG_1839,16381.666666666666,6260.666666666667
AVG_1840,13032.0,5540.333333333333
AVG_1841,16096.33333333333,5538.833333333333
AVG_1842,15911.66666666667,5758.0
AVG_1843,11320.0,6006.0
AVG_1844,17822.55555555555,7550.666666666667
AVG_1845,14526.166666666664,5593.833333333333
AVG_1846,5824.5,5658.333333333333
AVG_1847,14498.166666666666,5158.000000000001
AVG_1848,3269.333333333333,5733.666666666667
AVG_1849,12109.666666666666,5658.0
AVG_1850,15308.333333333334,5907.666666666667
AVG_1851,9407.666666666666,4911.333333333333
AVG_1852,12999.0,5271.666666666667
AVG_1853,5062.666666666667,4986.0
AVG_1854,13927.0,5627.666666666667
AVG_1855,7213.333333333333,6784.333333333333
AVG_1856,7236.666666666667,4904.666666666667
AVG_1857,,4009.0
AVG_1858,12902.333333333334,5806.833333333333
AVG_1859,11054.166666666666,5195.0
AVG_1860,9014.999999999998,6177.666666666667
AVG_1861,10777.0,6475.0
AVG_1862,10232.333333333334,4824.166666666667
AVG_1863,,
AVG_1864,10590.0,8400.666666666666
AVG_1865,12331.0,4370.666666666667
AVG_1866,13145.0,6617.333333333333
AVG_1867,13903.0,4955.083333333333
AVG_1868,10661.333333333334,5877.333333333333
AVG_1869,7180.666666666667,4203.777777777777
AVG_1870,10310.666666666666,6845.666666666667
AVG_1871,10842.0,5983.916666666667
AVG_1872,11383.0,4569.583333333333
AVG_1873,10268.0,5219.166666666667
AVG_1874,14645.666666666666,3646.216666666667
AVG_1875,15097.666666666666,
AVG_1876,14197.0,
AVG_1877,13173.0,
AVG_1878,13496.0,
AVG_1879,14529.333333333334,
AVG_1880,13860.333333333334,
AVG_1881,15291.444444444443,
AVG_1882,16081.416666666666,
AVG_1883,16234.75,
AVG_1884,16673.444444444445,
AVG_1885,14022.333333333334,6824.333333333333
AVG_1886,14521.333333333334,6667.666666666667
AVG_1887,14509.0,7093.666666666667
AVG_1888,17141.777777777777,6999.333333333333
AVG_1889,15052.5,5548.0
AVG_1890,10486.666666666666,7677.333333333333
AVG_1891,16828.666666666668,
AVG_1892,15877.166666666666,
AVG_1893,17751.333333333332,
AVG_1894,17321.5,
AVG_1895,13883.333333333334,
AVG_1896,16543.5,5715.0
AVG_1897,15800.0,
AVG_1898,,5413.333333333333
AVG_1899,,5590.333333333333
AVG_1900,,4333.666666666667
AVG_1901,,4539.0
AVG_1902,,5049.333333333333
AVG_1903,,4224.333333333333
AVG_1904,,5593.333333333333
AVG_1905,,5317.333333333335
AVG_1906,,5600.333333333333
AVG_1907,,4220.0
AVG_1908,,5170.666666666667
AVG_1909,,5786.166666666667
AVG_1910,,4381.666666666667
AVG_1911,,6176.0
AVG_1912,,4067.0
AVG_1913,17498.666666666668,4297.0
AVG_1914,14828.833333333334,
AVG_1915,14843.666666666666,
AVG_1916,14219.833333333334,
AVG_1917,10669.333333333334,
AVG_1918,12036.333333333334,
AVG_1919,11991.666666666666,
AVG_1920,14049.833333333334,
AVG_1921,12453.333333333334,
AVG_1922,13472.5,
AVG_1923,15732.833333333334,
AVG_1924,17318.777777777777,5783.0
AVG_1925,17779.333333333332,
AVG_1926,16630.0,5597.0
AVG_1927,17341.166666666668,3694.6666666666665
AVG_1928,17472.88888888889,
AVG_1929,17358.444444444445,
AVG_1930,12092.0,
AVG_1931,17144.888888888887,
AVG_1932,17522.166666666668,
AVG_1933,16717.5,
AVG_1934,14413.22222222222,
AVG_1935,16588.0,
AVG_1936,19188.0,
AVG_1937,15728.444444444443,
AVG_1938,19344.222222222223,
AVG_1939,16189.444444444443,
AVG_1940,15364.555555555557,
AVG_1941,16429.77777777778,
AVG_1942,17490.777777777777,
AVG_1943,17824.777777777777,
AVG_1944,18372.25,
AVG_1945,18200.44444444444,
AVG_1946,18577.777777777777,
AVG_1947,15031.166666666666,
AVG_1948,19666.83333333333,
AVG_1949,14881.0,
AVG_1950,12896.666666666666,
AVG_1951,13325.666666666666,
AVG_1952,13398.666666666666,
AVG_1953,13460.000000000002,
AVG_1954,14082.0,
AVG_1955,17546.0,
AVG_1956,15937.666666666666,
AVG_1957,13915.333333333334,
AVG_1958,14413.333333333334,
AVG_1959,17978.0,
AVG_1960,16915.666666666668,
AVG_1961,17024.333333333332,
AVG_1962,17155.0,
AVG_1963,16619.666666666668,
AVG_1964,16517.333333333332,
AVG_1965,16640.333333333336,
AVG_1966,16535.666666666668,
AVG_1967,14327.666666666666,
AVG_1968,16543.333333333332,
AVG_1969,14834.666666666664,
AVG_1970,14541.666666666666,
AVG_1971,14304.0,
AVG_1972,15333.666666666666,
AVG_1973,14357.666666666666,
AVG_1974,14416.333333333334,
AVG_1975,13837.333333333334,
AVG_1976,14262.666666666666,
AVG_1977,16232.333333333334,
AVG_1978,16189.666666666666,
AVG_1979,18181.166666666668,
AVG_1980,14751.666666666666,
AVG_1981,17227.0,
AVG_1982,16365.0,
AVG_1983,17658.0,
AVG_1984,17287.0,
AVG_1985,17182.0,
AVG_1986,18131.58333333333,
AVG_1987,17721.11111111111,
AVG_1988,18299.0,
AVG_1989,16779.5,
AVG_1990,17996.77777777778,
AVG_1991,16601.333333333332,
AVG_1992,18989.0,
AVG_1993,17746.166666666668,
AVG_1994,18712.83333333333,
AVG_1995,16686.583333333332,
AVG_1996,15076.0,
AVG_1997,19538.166666666668,
AVG_1998,14702.111111111111,5469.333333333333
AVG_1999,15326.333333333334,5048.833333333333
AVG_2000,13210.055555555557,6862.11111111111
AVG_2001,15146.666666666666,6372.666666666667
AVG_2002,15783.833333333334,6896.333333333333
AVG_2003,15535.666666666666,7092.0
AVG_2004,15336.166666666666,5601.5
AVG_2005,16478.166666666668,5501.611111111112
AVG_2006,13687.0,5445.0
AVG_2007,17221.88888888889,4934.666666666667
AVG_2008,17955.888888888887,3683.1666666666665
AVG_2009,16722.666666666668,5820.0
AVG_2010,17580.0,4294.333333333333
AVG_2011,18109.25,7046.75
AVG_2012,17970.777777777777,6612.333333333335
AVG_2013,18311.916666666668,6942.444444444445
AVG_2014,18309.0,3151.333333333334
AVG_2015,20318.44444444444,5807.166666666667
AVG_2016,17117.833333333332,5222.999999999999
AVG_2017,12381.666666666666,4229.0
AVG_2018,19175.666666666668,5594.0
AVG_2019,16181.166666666666,6178.666666666667
AVG_2020,17903.333333333332,5983.833333333333
AVG_2021,7394.333333333332,5473.166666666667
AVG_2022,14068.0,5603.0
AVG_2023,14016.33333333333,6504.666666666667
AVG_2024,12395.22222222222,6119.0
AVG_2025,8461.0,5183.333333333333
AVG_2026,8937.666666666666,6179.333333333333
AVG_2027,9888.166666666666,6749.666666666667
AVG_2028,17026.72222222222,7549.666666666667
AVG_2029,15277.666666666666,5129.0
AVG_2030,18830.166666666668,6619.333333333335
AVG_2031,15807.166666666666,4538.666666666667
AVG_2032,17675.166666666668,4214.333333333333
AVG_2033,17857.666666666668,5649.0
AVG_2034,14483.888888888889,6874.499999999999
AVG_2035,12452.5,4582.333333333333
AVG_2036,16720.166666666668,6428.999999999999
AVG_2037,15151.0,4596.0
AVG_2038,13243.333333333334,8496.333333333334
AVG_2039,18473.666666666668,6040.333333333333
AVG_2040,18589.666666666668,9185.0
AVG_2041,17080.333333333332,8371.333333333334
AVG_2042,10763.666666666666,5140.0
AVG_2043,15399.0,6414.333333333333
AVG_2044,15682.0,6349.666666666667
AVG_2045,17120.666666666668,
AVG_2046,15903.666666666666,
AVG_2047,16331.666666666666,
AVG_2048,18032.0,
AVG_2049,16937.666666666668,
AVG_2050,15011.333333333334,
AVG_2051,13740.666666666666,
AVG_2052,16327.666666666664,
AVG_2053,16424.333333333332,
AVG_2054,18992.33333333333,
AVG_2055,17584.11111111111,
AVG_2056,15878.166666666666,
AVG_2057,17774.111111111113,
AVG_2058,16806.44444444444,
AVG_2059,16633.333333333332,
AVG_2060,20526.0,
AVG_2061,18176.0,
AVG_2062,18455.666666666668,
AVG_2063,18811.0,
AVG_2064,11891.666666666666,8347.333333333332
AVG_2065,19361.0,9996.666666666666
AVG_2066,17743.666666666668,7924.0
AVG_2067,18505.666666666668,7568.166666666667
AVG_2068,18587.666666666668,4076.0
AVG_2069,18562.0,8461.0
AVG_2070,18720.666666666668,7672.333333333333
AVG_2071,16850.0,4021.8333333333335
AVG_2072,19603.666666666668,
AVG_2073,18670.33333333333,
AVG_2074,17210.333333333336,
AVG_2075,16229.333333333334,
AVG_2076,16806.166666666668,
AVG_2077,16168.333333333334,
AVG_2078,18033.44444444444,
AVG_2079,17042.5,
AVG_2080,17043.166666666668,
AVG_2081,18614.666666666668,
AVG_2082,3458.6666666666665,
AVG_2083,17236.333333333332,
AVG_2084,18365.33333333333,
AVG_2085,19507.666666666668,
AVG_2086,16286.666666666666,6787.0
AVG_2087,17529.666666666668,
AVG_2088,19535.33333333333,
AVG_2089,19419.666666666668,
AVG_2090,3991.0,
AVG_2091,21112.666666666668,
AVG_2092,17308.666666666668,
AVG_2093,19015.33333333333,
AVG_2094,2966.6666666666665,
AVG_2095,17014.333333333332,5343.666666666667
AVG_2096,17391.666666666668,6508.333333333335
AVG_2097,18228.0,7623.666666666667
AVG_2098,17188.666666666668,7162.333333333333
AVG_2099,15351.33333333333,7272.666666666667
AVG_2100,17382.333333333332,6183.666666666667
AVG_2101,17686.666666666668,7794.999999999999
AVG_2102,19051.5,8003.666666666667
AVG_2103,17766.666666666668,8378.0
AVG_2104,10158.666666666666,6412.083333333333
AVG_2105,10749.0,5219.333333333333
AVG_2106,8440.0,5391.0
AVG_2107,9149.0,6005.333333333333
AVG_2108,11421.666666666666,6327.666666666667
AVG_2109,9472.0,6254.833333333333
AVG_2110,9800.666666666666,9052.333333333334
AVG_2111,10115.666666666666,8281.333333333334
AVG_2112,9802.333333333334,11398.0
AVG_2113,9299.777777777776,6742.166666666667
AVG_2114,10997.0,5443.5
AVG_2115,8288.0,5778.833333333333
AVG_2116,11466.0,6283.333333333333
AVG_2117,9126.0,7424.111111111112
AVG_2118,8633.333333333334,6064.0
AVG_2119,9125.333333333334,6192.0
AVG_2120,9535.333333333334,6266.444444444444
AVG_2121,12976.333333333334,4615.666666666667
AVG_2122,14072.333333333334,5601.666666666667
AVG_2123,12868.0,5742.0
AVG_2124,13064.999999999998,5623.666666666668
AVG_2125,12469.333333333334,6374.666666666667
AVG_2126,12222.0,5276.666666666667
AVG_2127,12228.666666666666,5618.666666666667
AVG_2128,13030.666666666666,5081.0
AVG_2129,15164.0,6173.333333333333
AVG_2130,9341.33333333333,9926.333333333334
AVG_2131,9635.0,6878.666666666667
AVG_2132,7488.333333333333,5309.333333333333
AVG_2133,7817.333333333333,3528.333333333334
AVG_2134,8809.666666666666,6172.333333333333
AVG_2135,11200.333333333336,6154.166666666667
AVG_2136,8082.0,3963.5
AVG_2137,7673.833333333333,8567.666666666666
AVG_2138,11349.0,3706.25
AVG_2139,11700.333333333334,6599.333333333333
AVG_2140,11290.333333333334,
AVG_2141,14454.166666666666,4367.0
AVG_2142,13529.499999999998,4283.0
AVG_2143,13423.333333333334,7607.0
AVG_2144,11870.333333333334,4959.666666666665
AVG_2145,12640.333333333334,5803.222222222223
AVG_2146,12268.666666666666,5727.666666666667
AVG_2147,13208.0,6315.833333333333
AVG_2148,14332.5,6167.333333333333
AVG_2149,12625.5,5839.0
AVG_2150,13765.333333333334,6140.666666666667
AVG_2151,11166.0,4994.666666666667
AVG_2152,14311.166666666666,4569.666666666667
AVG_2153,11038.0,5909.0
AVG_2154,12917.333333333334,4769.0
AVG_2155,10948.333333333334,7333.5
AVG_2156,12395.333333333334,5917.333333333333
AVG_2157,12112.0,6100.666666666667
AVG_2158,11320.333333333334,4837.0
AVG_2159,13366.000000000002,5035.5
AVG_2160,12696.333333333334,4797.0
AVG_2161,11397.166666666666,5954.0
AVG_2162,11598.333333333334,6363.0
AVG_2163,10659.666666666666,5692.666666666667
AVG_2164,,
AVG_2165,14127.333333333334,5977.666666666667
AVG_2166,13261.33333333333,5356.500000000001
AVG_2167,12108.333333333334,5118.333333333332
AVG_2168,13068.333333333334,5400.333333333333
AVG_2169,19046.33333333333,
AVG_2170,,3641.000000000002
AVG_2171,,3278.0
AVG_2172,13365.666666666666,5361.333333333333
AVG_2173,,4692.000000000001
AVG_2174,,6769.333333333333
AVG_2175,13797.0,6117.333333333333
AVG_2176,9212.0,
AVG_2177,9757.22222222222,
AVG_2178,11743.666666666666,6376.333333333333
AVG_2179,12350.0,5799.333333333333
AVG_2180,12718.0,4214.0
AVG_2181,13589.000000000002,5154.333333333333
AVG_2182,12730.166666666666,
AVG_2183,12857.166666666664,
AVG_2184,14591.666666666666,
AVG_2185,9776.5,
AVG_2186,8007.333333333333,
AVG_2187,12220.77777777778,
AVG_2188,11064.0,
AVG_2189,14076.77777777778,
AVG_2190,16562.55555555556,
AVG_2191,15786.666666666666,
AVG_2192,18214.666666666668,
AVG_2193,13298.333333333334,
AVG_2194,15161.166666666664,
AVG_2195,14733.25,
AVG_2196,,7705.277777777777
AVG_2197,,6904.333333333333
AVG_2198,,7195.444444444444
AVG_2199,,7621.5
AVG_2200,,5391.0
AVG_2201,,6442.666666666667
AVG_2202,,5733.666666666667
AVG_2203,,5895.666666666668
AVG_2204,,5885.666666666667
AVG_2205,,6064.666666666668
